0.488644	11.526	1.29784	1.68322	12	1.27554	1.8	
0.399011	11.4581	1.26862	1.75624	11.85	1.20761	1.8	
0.324782	11.3814	1.23665	1.85758	11.7	1.21047	1.8	
0.238975	11.3115	1.28135	1.81407	11.55	1.28385	1.8	
0.184814	11.2498	1.40332	1.90621	11.4	1.4212	1.8	
0.083306	11.1778	1.57106	1.81356	11.25	1.61026	1.8	
0.099509	11.1109	1.82931	1.89879	11.1	1.83413	1.8	
0.0883603	11.0283	2.10425	1.82638	10.95	2.07282	1.8	
0.098029	10.8965	2.32183	1.80388	10.8	2.305	1.8	
0.157205	10.7732	2.57219	1.87523	10.65	2.50994	1.8	
0.144661	10.6399	2.70135	1.81842	10.5	2.66932	1.8	
0.201904	10.5059	2.8972	1.80167	10.35	2.76892	1.8	
0.186793	10.3782	2.83312	1.84518	10.2	2.79983	1.8	
0.257396	10.2718	2.85201	1.89198	10.05	2.7593	1.8	
0.254556	10.1434	2.71588	1.83654	9.9	2.65094	1.8	
0.316297	10.0304	2.57883	1.91196	9.75	2.48443	1.8	
0.312862	9.90546	2.28041	1.86741	9.6	2.27465	1.8	
0.330309	9.77965	2.02761	1.78357	9.45	2.04034	1.8	
0.37474	9.65465	1.74133	1.9045	9.3	1.80242	1.8	
0.396908	9.50394	1.46475	1.93594	9.15	1.58215	1.8	
0.38371	9.35221	1.2627	1.86741	9	1.39921	1.8	
0.379882	9.19864	1.15107	1.89292	8.85	1.26993	1.8	
0.377576	9.0443	1.07118	1.87669	8.7	1.20587	1.8	
0.370042	8.88722	1.0604	1.80181	8.55	1.21275	1.8	
0.381413	8.75161	1.1544	1.85893	8.4	1.28995	1.8	
0.359994	8.58136	1.29277	1.82837	8.25	1.43057	1.8	
0.373851	8.44424	1.5636	1.93358	8.1	1.62206	1.8	
0.339296	8.25959	1.74867	1.89771	7.95	1.84731	1.8	
0.281484	8.06294	2.02888	1.88252	7.8	2.0862	1.8	
0.244126	7.87823	2.31521	1.88663	7.65	2.31739	1.8	
0.196628	7.67225	2.55505	1.8882	7.5	2.52023	1.8	
0.168844	7.50154	2.74301	1.83367	7.35	2.6766	1.8	
0.166196	7.31074	2.82892	1.91035	7.2	2.77253	1.8	
0.112684	7.1476	2.82698	1.84913	7.05	2.79945	1.8	
0.0976731	6.96911	2.7809	1.86397	6.9	2.75496	1.8	
0.0985405	6.80609	2.66169	1.87884	6.75	2.64303	1.8	
0.0714075	6.66383	2.48471	1.83004	6.6	2.47366	1.8	
0.0955636	6.53261	2.29153	1.83788	6.45	2.26198	1.8	
0.105355	6.37087	2.03852	1.87709	6.3	2.0269	1.8	
0.117928	6.25561	1.75994	1.84343	6.15	1.78941	1.8	
0.136346	6.1244	1.545	1.84951	6	1.57074	1.8	
0.108233	5.95698	1.3821	1.78584	5.85	1.39041	1.8	
0.119537	5.81792	1.2579	1.81841	5.7	1.26454	1.8	
0.104574	5.64328	1.1922	1.84567	5.55	1.20436	1.8	
0.0812755	5.47132	1.24628	1.82358	5.4	1.21525	1.8	
0.0549344	5.30106	1.2967	1.82026	5.25	1.29624	1.8	
0.0256344	5.09319	1.46346	1.80807	5.1	1.4401	1.8	
0.0434855	4.9105	1.65158	1.79546	4.95	1.63397	1.8	
0.102396	4.70715	1.86785	1.84254	4.8	1.86054	1.8	
0.137089	4.51412	2.1171	1.80464	4.65	2.09956	1.8	
0.163868	4.3378	2.323	1.82233	4.5	2.3297	1.8	
0.19029	4.16245	2.52813	1.8321	4.35	2.53038	1.8	
0.204265	3.99692	2.66779	1.81516	4.2	2.68368	1.8	
0.216058	3.83421	2.77807	1.81051	4.05	2.77591	1.8	
0.222151	3.67878	2.80349	1.81975	3.9	2.79883	1.8	
0.225397	3.52498	2.75954	1.80933	3.75	2.7504	1.8	
0.227964	3.37324	2.62247	1.8198	3.6	2.63493	1.8	
0.226569	3.2249	2.43987	1.81178	3.45	2.46275	1.8	
0.225601	3.0751	2.23265	1.80649	3.3	2.24923	1.8	
0.242951	2.90999	1.9942	1.83242	3.15	2.01345	1.8	
0.242769	2.75746	1.78692	1.80103	3	1.77647	1.8	
0.260257	2.59088	1.58331	1.80452	2.85	1.55945	1.8	
0.268347	2.43727	1.43627	1.80416	2.7	1.38179	1.8	
0.285185	2.26837	1.30413	1.80284	2.55	1.25935	1.8	
0.279544	2.12129	1.22359	1.80644	2.4	1.20307	1.8	
0.283712	1.96744	1.2346	1.81942	2.25	1.21798	1.8	
0.285463	1.81485	1.31226	1.80925	2.1	1.30274	1.8	
0.260867	1.68931	1.45283	1.80921	1.95	1.44979	1.8	
0.195991	1.60506	1.62635	1.80489	1.8	1.64598	1.8	
0.138074	1.52243	1.83066	1.83047	1.65	1.8738	1.8	
0.0942407	1.45839	2.03623	1.83566	1.5	2.1129	1.8	
0.0837649	1.40786	2.2992	1.84296	1.35	2.3419	1.8	
0.165719	1.35042	2.54357	1.86948	1.2	2.54037	1.8	
0.243	1.28021	2.72758	1.86844	1.05	2.69057	1.8	
0.329089	1.21039	2.85738	1.87632	0.9	2.77908	1.8	
0.398107	1.12848	2.89835	1.8719	0.75	2.798	1.8	
0.457625	1.04895	2.8226	1.84406	0.599999	2.74563	1.8	
0.518656	0.962494	2.64667	1.87716	0.45	2.62666	1.8	
0.574432	0.869735	2.40856	1.85926	0.299999	2.45171	1.8	
0.606521	0.749598	2.15238	1.83588	0.15	2.23642	1.8	
